du_an,price_VND,status,area,price_m2,toilet,room,doc,type,Số tầng,furnishing,category,Đường,Phường,Quận
Vinhomes Smart City,3.588,Đã bàn giao,54.0,66.44,0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Smart City,3.28,Đã bàn giao,43.0,76.28,0,1,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Smart City,3.05,Đã bàn giao,43.0,70.93,0,1,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Smart City,2.45,Đã bàn giao,34.0,72.06,0,1,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Smart City,3.55,Đã bàn giao,42.6,83.33,0,1,Hợp đồng mua bán,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
,3.98,Đã bàn giao,62.0,64.19,1.0,2,Sổ hồng riêng,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Dịch Vọng,Quận Cầu Giấy
,0.65,Đã bàn giao,50.0,13.0,1.0,2,Sổ hồng riêng,"căn hộ dịch vụ, mini",0,Nội thất cao cấp,ChungCu,Đường Hồ Tùng Mậu,Phường Mai Dịch,Quận Cầu Giấy
,0.65,Đã bàn giao,50.0,13.0,1.0,2,Sổ hồng riêng,"căn hộ dịch vụ, mini",0,Nội thất cao cấp,ChungCu,,Phường Yên Hoà,Quận Cầu Giấy
,0.6,Đã bàn giao,50.0,12.0,1.0,2,Hợp đồng mua bán,"căn hộ dịch vụ, mini",0,Nội thất cao cấp,ChungCu,,Phường Trung Liệt,Quận Đống Đa
,3.0,Đã bàn giao,35.0,85.71,1.0,2,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,,Phường Thịnh Quang,Quận Đống Đa
Chung Cư Đông Đô,7.05,Đã bàn giao,115.0,61.3,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Nghĩa Đô,Quận Cầu Giấy
,2.75,Đã bàn giao,60.0,45.83,1.0,2,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất cao cấp,ChungCu,,Phường Thanh Xuân Bắc,Quận Thanh Xuân
An Bình Plaza_Hà Nội,5.5,Đã bàn giao,85.0,64.71,2.0,3,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Vinhomes Ocean Park Gia Lâm,2.55,Đã bàn giao,60.0,42.5,1.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,,
C13 Bộ Quốc Phòng,3.49,Đã bàn giao,68.0,51.32,2.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Định Công,Quận Hoàng Mai
,4.25,Đã bàn giao,75.0,56.67,0,3,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,Đường Võ Chí Công,Phường Xuân La,Quận Tây Hồ
Vinhomes Ocean Park Gia Lâm,2.24,Đã bàn giao,47.0,47.66,1.0,1,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,,
Chung Cư Ct13B Ciputra,4.75,Đã bàn giao,68.0,69.85,0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Phú Thượng,Quận Tây Hồ
,3.65,Đã bàn giao,110.0,33.18,2.0,3,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,,Phường Cát Linh,Quận Đống Đa
,2.98,Chưa bàn giao,65.0,45.85,0,2,Sổ hồng riêng,"tập thể, cư xá",0,Không rõ,ChungCu,,Phường Thịnh Quang,Quận Đống Đa
,3.68,Đã bàn giao,86.0,42.79,2.0,3,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất cao cấp,ChungCu,Đường Hầm chui Thanh Xuân,Phường Thanh Xuân Bắc,Quận Thanh Xuân
Vinhomes Smart City,3.3,Đã bàn giao,48.0,68.75,0,2,Sổ hồng riêng,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
,5.4,Đã bàn giao,94.0,57.45,2.0,3,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,Đường Nguyễn Xiển,Phường Thanh Trì,Quận Hoàng Mai
Vinhomes Smart City,3.4,Đã bàn giao,55.0,61.82,1.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Ocean Park Gia Lâm,3.8,Đã bàn giao,82.0,46.34,2.0,3,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,,
Osaka Complex,3.08,Đã bàn giao,56.0,55.0,0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Hoàng Liệt,Quận Hoàng Mai
,3.3,Đã bàn giao,90.0,36.67,2.0,3,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất cao cấp,ChungCu,Đường Khuất Duy Tiến,Phường Thanh Xuân Bắc,Quận Thanh Xuân
,3.82,Đã bàn giao,110.0,34.73,2.0,3,Sổ hồng riêng,"tập thể, cư xá",0,Không rõ,ChungCu,,Phường Kim Mã,Quận Ba Đình
Vinhomes Ocean Park Gia Lâm,3.2,Đã bàn giao,68.0,47.06,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,,
Vinhomes Ocean Park Gia Lâm,1.62,Đã bàn giao,31.0,52.26,1.0,1,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,,
,1.72,Đã bàn giao,30.0,57.33,1.0,1,Hợp đồng mua bán,chung cư,0,Không rõ,ChungCu,Đường Lý Thánh Tông,,
Đồng Phát Parkview Tower,3.7,Đã bàn giao,70.0,52.86,0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Vĩnh Hưng,Quận Hoàng Mai
,2.45,Đã bàn giao,53.5,45.79,2.0,2,Hợp đồng mua bán,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Đại Kim,Quận Hoàng Mai
Khu Đô Thị Rose Town - 79 Ngọc Hồi,4.35,Chưa bàn giao,76.0,57.24,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Hoàng Liệt,Quận Hoàng Mai
,2.9,Chưa bàn giao,90.0,32.22,2.0,3,Đang chờ sổ,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,Đường Giáp Bát,Phường Giáp Bát,Quận Hoàng Mai
Mipec Kiến Hưng (Mipec City View),2.8,Đã bàn giao,55.0,50.91,2.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Vạn Phúc,Quận Hà Đông
,4.75,Đã bàn giao,99.0,47.98,0,2,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,,Phường Thanh Nhàn,Quận Hai Bà Trưng
Vinhomes Ocean Park Gia Lâm,1.63,Đã bàn giao,31.0,52.58,1.0,1,Sổ hồng riêng,chung cư,0,Hoàn thiện cơ bản,ChungCu,,,
,3.25,Đã bàn giao,83.0,39.16,2.0,3,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Hoàng Liệt,Quận Hoàng Mai
,3.6,Đã bàn giao,81.0,44.44,3.0,3,Sổ hồng riêng,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Hoàng Liệt,Quận Hoàng Mai
,4.98,Đã bàn giao,70.0,71.14,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,Đường Phạm Văn Đồng,Phường Mai Dịch,Quận Cầu Giấy
Vinhomes Ocean Park Gia Lâm,2.65,Đã bàn giao,60.0,44.17,1.0,2,1,chung cư,0,Không rõ,ChungCu,,,
Vinhomes Ocean Park Gia Lâm,1.6,Đã bàn giao,31.0,51.61,1.0,1,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,,
Vinhomes Ocean Park Gia Lâm,3.05,Đã bàn giao,70.0,43.57,2.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,,
Khu Đô Thị Việt Hưng,3.099,Đã bàn giao,75.0,41.32,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Đức Giang,Quận Long Biên
Vinhomes Smart City,3.08,Đã bàn giao,43.0,71.63,1.0,1,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Smart City,3.9,Chưa bàn giao,64.0,60.94,3.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Smart City,4.58,Chưa bàn giao,76.0,60.26,2.0,3,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
,3.0,Đã bàn giao,35.0,85.71,1.0,2,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,,Phường Quỳnh Mai,Quận Hai Bà Trưng
Vinhomes Smart City,4.85,Đã bàn giao,60.6,80.03,2.0,2,Đang chờ sổ,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
,6.88,Chưa bàn giao,81.0,84.94,2.0,3,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Vinhomes Smart City,3.4,Đã bàn giao,43.0,79.07,1.0,1,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Smart City,4.95,Đã bàn giao,65.0,76.15,2.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Smart City,3.4,Đã bàn giao,48.0,70.83,0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
,3.65,Đã bàn giao,61.0,59.84,1.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,Đường Hồ Vĩnh Hoàng,Phường Hoàng Văn Thụ,Quận Hoàng Mai
,3.6,Đã bàn giao,75.0,48.0,2.0,2,Sổ hồng riêng,"tập thể, cư xá",0,Không rõ,ChungCu,,Phường Kim Liên,Quận Đống Đa
Vinhomes Smart City,3.1,Chưa bàn giao,48.0,64.58,1.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
,4.1,Chưa bàn giao,76.0,53.95,2.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm
,1.55,Chưa bàn giao,50.0,31.0,2.0,2,Hợp đồng mua bán,chung cư,0,Không rõ,ChungCu,,Phường Nam Đồng,Quận Đống Đa
,1.7,Chưa bàn giao,52.0,32.69,0,2,Hợp đồng mua bán,chung cư,0,Không rõ,ChungCu,,Phường Nam Đồng,Quận Đống Đa
,0.06,Đã bàn giao,78.0,0.76923,1.0,2,Sổ hồng riêng,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Trung Hoà,Quận Cầu Giấy
,1.65,Chưa bàn giao,50.0,33.0,1.0,2,Đang chờ sổ,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Nam Đồng,Quận Đống Đa
,1.55,Chưa bàn giao,52.0,29.81,1.0,2,Đang chờ sổ,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Thịnh Quang,Quận Đống Đa
,1.0,Đã bàn giao,52.0,19.23,1.0,2,Hợp đồng mua bán,"căn hộ dịch vụ, mini",0,Không rõ,ChungCu,Đường Xuân La,Phường Xuân La,Quận Tây Hồ
Vinhomes Smart City,2.05,Đã bàn giao,28.0,73.21,1.0,1,Sổ hồng riêng,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Smart City,3.2,Chưa bàn giao,45.0,71.11,1.0,1,Hợp đồng mua bán,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
,0.89,Đã bàn giao,50.0,17.8,1.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Thượng Đình,Quận Thanh Xuân
,1.98,Đã bàn giao,55.0,36.0,1.0,2,Hợp đồng mua bán,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Bưởi,Quận Tây Hồ
,1.99,Đã bàn giao,52.0,38.27,1.0,2,Sổ hồng riêng,"căn hộ dịch vụ, mini",0,Nội thất đầy đủ,ChungCu,,Phường Phương Liệt,Quận Thanh Xuân
Osaka Complex,4.3,Đã bàn giao,76.0,56.58,0,3,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Hoàng Liệt,Quận Hoàng Mai
,1.3,Đã bàn giao,45.0,28.89,1.0,1,Đang chờ sổ,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Trung Hoà,Quận Cầu Giấy
Vinhomes Smart City,5.1,Đã bàn giao,75.0,68.0,1.0,3,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
,0.75,Đã bàn giao,54.0,13.89,2.0,2,1,chung cư,0,Nội thất đầy đủ,ChungCu,Đường Ô Chợ Dừa,Phường Ô Chợ Dừa,Quận Đống Đa
,0.8,Đã bàn giao,55.0,14.55,1.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Nhân Chính,Quận Thanh Xuân
,0.765,Đã bàn giao,55.0,13.91,2.0,2,1,chung cư,0,Nội thất đầy đủ,ChungCu,Đường Giải Phóng,Phường Giáp Bát,Quận Hoàng Mai
,3.35,Chưa bàn giao,77.0,43.51,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Vĩnh Phúc,Quận Ba Đình
,2.85,Đã bàn giao,61.0,46.72,1.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Kiến Hưng,Quận Hà Đông
,3.6,Chưa bàn giao,76.2,47.24,0,3,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Giang Biên,Quận Long Biên
Vinhomes Ocean Park Gia Lâm,2.28,Đã bàn giao,47.0,48.51,1.0,1,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,,
Vinhomes Ocean Park Gia Lâm,3.1,Đã bàn giao,70.0,44.29,2.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,,
Vinhomes Ocean Park Gia Lâm,2.75,Đã bàn giao,60.0,45.83,1.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,,
,3.5,Đã bàn giao,80.0,43.75,2.0,3,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,Đường Biển Hồ 5,,
Vinhomes Ocean Park Gia Lâm,2.6,Đã bàn giao,60.0,43.33,1.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,,
,4.75,Chưa bàn giao,112.0,42.41,0,3,Sổ hồng riêng,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Lĩnh Nam,Quận Hoàng Mai
,2.15,Đã bàn giao,54.0,39.81,1.0,1,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,,Phường Quỳnh Mai,Quận Hai Bà Trưng
Green Park Ct15 Việt Hưng,7.0,Chưa bàn giao,100.6,69.58,2.0,3,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Giang Biên,Quận Long Biên
,1.29,Đã bàn giao,48.0,26.88,1.0,2,Hợp đồng mua bán,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Tân Mai,Quận Hoàng Mai
,4.0,Đã bàn giao,67.0,59.7,2.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Vĩnh Tuy,Quận Hai Bà Trưng
Vinhomes Smart City,4.75,Đã bàn giao,60.0,79.17,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Smart City,4.68,Đã bàn giao,75.0,62.4,2.0,3,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
,3.75,Đã bàn giao,65.0,57.69,2.0,2,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,,Phường Chương Dương,Quận Hoàn Kiếm
,4.7,Đã bàn giao,105.0,44.76,2.0,3,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,Đường Phùng Khoang,Phường Trung Văn,Quận Nam Từ Liêm
,2.2,Đã bàn giao,47.0,46.81,1.0,1,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,Đường Lý Thánh Tông,,
Vinhomes Ocean Park Gia Lâm,3.16,Đã bàn giao,70.0,45.14,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,,
Vinhomes Ocean Park Gia Lâm,1.63,Đã bàn giao,37.0,44.05,1.0,1,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,,
Tổ Hợp 310 Minh Khai,4.95,Đã bàn giao,90.0,55.0,2.0,3,Sổ hồng riêng,chung cư,0,Hoàn thiện cơ bản,ChungCu,,Phường Minh Khai,Quận Hai Bà Trưng
,2.85,Đã bàn giao,42.0,67.86,1.0,2,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,,Phường Bạch Mai,Quận Hai Bà Trưng
Vinhomes Smart City,4.0,Đã bàn giao,62.0,64.52,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Tòa Nhà Intracom1 - Trung Văn,4.35,Đã bàn giao,76.0,57.24,2.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,Đường Trung Văn,Phường Trung Văn,Quận Nam Từ Liêm
,3.95,Đã bàn giao,34.0,116.18,1.0,3,Sổ hồng riêng,"tập thể, cư xá",0,Không rõ,ChungCu,,Phường Đồng Tâm,Quận Hai Bà Trưng
,0.75,Đã bàn giao,48.0,15.62,1.0,2,Đang chờ sổ,"căn hộ dịch vụ, mini",0,Nội thất cao cấp,ChungCu,Đường Láng,Phường Láng Thượng,Quận Đống Đa
,0.65,Đã bàn giao,50.0,13.0,1.0,2,Hợp đồng đặt cọc,"căn hộ dịch vụ, mini",0,Nội thất cao cấp,ChungCu,Đường Lê Duẩn,Phường Phương Liên,Quận Đống Đa
,4.8,Đã bàn giao,74.8,64.17,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Hoàng Liệt,Quận Hoàng Mai
,3.15,Đã bàn giao,29.0,108.62,3.0,4,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,,Phường Mai Động,Quận Hoàng Mai
,4.075,Đã bàn giao,112.0,36.38,2.0,3,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,Đường Lĩnh Nam,Phường Lĩnh Nam,Quận Hoàng Mai
Vinhomes Ocean Park Gia Lâm,2.935,Đã bàn giao,68.0,43.16,2.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,,
,2.35,Đã bàn giao,45.0,52.22,0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Kim Liên,Quận Đống Đa
,2.85,Đã bàn giao,55.0,51.82,1.0,2,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất cao cấp,ChungCu,,Phường Kim Liên,Quận Đống Đa
,2.3,Đã bàn giao,58.0,39.66,1.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,,
,3.2,Đã bàn giao,110.0,29.09,1.0,4,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,,Phường Quán Thánh,Quận Ba Đình
,5.86,Đã bàn giao,80.1,73.16,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Thanh Xuân Nam,Quận Thanh Xuân
,2.6,Đã bàn giao,70.0,37.14,0,3,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,,Phường Quỳnh Mai,Quận Hai Bà Trưng
,2.45,Đã bàn giao,50.0,49.0,1.0,2,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,,Phường Nghĩa Tân,Quận Cầu Giấy
,3.39,Chưa bàn giao,69.3,48.92,2.0,2,Hợp đồng mua bán,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Hàng Bài,Quận Hoàn Kiếm
,3.55,Đã bàn giao,55.0,64.55,1.0,2,Sổ hồng riêng,chung cư,0,Nội thất cao cấp,ChungCu,Đường Tây Mỗ,Phường Tây Mỗ,Quận Nam Từ Liêm
,5.15,Đã bàn giao,87.0,59.2,2.0,3,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Minh Khai,Quận Hai Bà Trưng
Bình Minh Garden (Plaschem Đức Giang),4.3,Đã bàn giao,75.0,57.33,2.0,2,Đang chờ sổ,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Thượng Thanh,Quận Long Biên
,3.2,Đã bàn giao,56.0,57.14,0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,Đường Lĩnh Nam,Phường Vĩnh Hưng,Quận Hoàng Mai
Hateco Hoàng Mai,3.05,Đã bàn giao,56.0,54.46,0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Yên Sở,Quận Hoàng Mai
,3.2,Chưa bàn giao,70.0,45.71,3.0,2,Hợp đồng mua bán,"tập thể, cư xá",0,Nội thất đầy đủ,ChungCu,,Phường Mai Động,Quận Hoàng Mai
Khu Đô Thị Nam Thăng Long (Kđt Ciputra Hà Nội),4.75,Đã bàn giao,70.0,67.86,2.0,2,Sổ hồng riêng,chung cư,0,Hoàn thiện cơ bản,ChungCu,,Phường Phú Thượng,Quận Tây Hồ
,1.66,Đã bàn giao,27.0,61.48,2.0,1,Sổ hồng riêng,"tập thể, cư xá",0,Không rõ,ChungCu,,Phường Ngã Tư Sở,Quận Đống Đa
,1.35,Đã bàn giao,45.0,30.0,1.0,2,Hợp đồng mua bán,"căn hộ dịch vụ, mini",0,Nội thất đầy đủ,ChungCu,,Phường Thanh Xuân Nam,Quận Thanh Xuân
,3.0,Chưa bàn giao,65.0,46.15,2.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,Đường Mỹ Đình,Phường Mỹ Đình 1,Quận Nam Từ Liêm
,3.82,Chưa bàn giao,69.0,55.36,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Xuân Phương,Quận Nam Từ Liêm
,5.899,Đã bàn giao,110.9,53.19,2.0,3,Sổ hồng riêng,chung cư,0,Hoàn thiện cơ bản,ChungCu,,Phường Trung Hoà,Quận Cầu Giấy
,4.95,Chưa bàn giao,82.0,60.37,0,1,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Kiến Hưng,Quận Hà Đông
,5.5,Chưa bàn giao,90.0,61.11,0,3,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Lĩnh Nam,Quận Hoàng Mai
,3.05,Đã bàn giao,57.0,53.51,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,Đường Tam Trinh,Phường Yên Sở,Quận Hoàng Mai
,5.0,Chưa bàn giao,60.0,83.33,4.0,6,Sổ hồng riêng,"căn hộ dịch vụ, mini",0,Nội thất cao cấp,ChungCu,,Phường Khương Thượng,Quận Đống Đa
,0.75,Đã bàn giao,58.0,12.93,2.0,2,1,chung cư,0,Nội thất đầy đủ,ChungCu,Đường Phạm Ngọc Thạch,Phường Quang Trung,Quận Đống Đa
,6.25,Đã bàn giao,94.0,66.49,2.0,3,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Vinhomes Smart City,3.66,Đã bàn giao,47.0,77.87,1.0,1,Hợp đồng mua bán,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
,2.76,Chưa bàn giao,55.4,49.82,1.0,2,Sổ hồng riêng,chung cư,0,Nội thất cao cấp,ChungCu,,,
Vinhomes Ocean Park Gia Lâm,3.18,Đã bàn giao,70.0,45.43,2.0,2,Sổ hồng riêng,chung cư,0,Hoàn thiện cơ bản,ChungCu,,,
,2.86,Chưa bàn giao,60.0,47.67,0,2,Sổ hồng riêng,"tập thể, cư xá",0,Nội thất cao cấp,ChungCu,,Phường Phương Mai,Quận Đống Đa
Vinhomes Smart City,4.25,Đã bàn giao,55.0,77.27,2.0,2,Hợp đồng mua bán,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
,5.2,Chưa bàn giao,80.0,65.0,2.0,3,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,Đường Lê Đức Thọ,Phường Mai Dịch,Quận Cầu Giấy
Vinhomes Smart City,2.8,Đã bàn giao,43.0,65.12,0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Smart City,4.1,Đã bàn giao,64.0,64.06,2.0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
Vinhomes Smart City,2.15,Đã bàn giao,55.0,39.09,2.0,2,Sổ hồng riêng,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
,4.3,Chưa bàn giao,70.0,61.43,0,2,Sổ hồng riêng,chung cư,0,Không rõ,ChungCu,Đường Lê Đức Thọ,Phường Mai Dịch,Quận Cầu Giấy
,0.65,Đã bàn giao,38.0,17.11,1.0,2,Sổ hồng riêng,"căn hộ dịch vụ, mini",0,Nội thất cao cấp,ChungCu,,Phường Ô Chợ Dừa,Quận Đống Đa
,4.62,Đã bàn giao,85.0,54.35,2.0,3,1,chung cư,0,Không rõ,ChungCu,,,
,1.65,Đã bàn giao,31.0,53.23,1.0,1,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,Đường Lý Thánh Tông,,
Vinhomes Ocean Park Gia Lâm,3.15,Đã bàn giao,60.0,52.5,2.0,2,Sổ hồng riêng,chung cư,0,Hoàn thiện cơ bản,ChungCu,,,
Hồ Gươm Plaza,4.6,Đã bàn giao,76.0,60.53,0,2,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Mộ Lao,Quận Hà Đông
Xuân Mai Complex,4.29,Đã bàn giao,107.0,40.09,2.0,3,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Yên Nghĩa,Quận Hà Đông
Chung Cư 89 Phùng Hưng,3.8,Đã bàn giao,82.0,46.34,2.0,3,Sổ hồng riêng,chung cư,0,Nội thất đầy đủ,ChungCu,,Phường Phúc La,Quận Hà Đông
Vinhomes Smart City,3.63,Đã bàn giao,45.0,80.67,0,1,Hợp đồng mua bán,chung cư,0,Nội thất cao cấp,ChungCu,,Phường Tây Mỗ,Quận Nam Từ Liêm
